instansi,tahun,bulan,capaian_pengadaan,capaian_kontrak,capaian_pelaksanaan,capaian_PHO
"Komisi Yudisial",2012,8,62.36,62.36,62.36,
"Komisi Yudisial",2012,9,71.61,71.61,71.61,
"Komisi Yudisial",2012,10,79.98,79.98,79.98,
"Komisi Yudisial",2012,11,,,,
"Komisi Yudisial",2012,12,,,,
"Komisi Yudisial",2013,1,8.5,,,
"Komisi Yudisial",2013,2,21.2,,,
"Komisi Yudisial",2013,3,31.8,31.8,31.8,
"Komisi Yudisial",2013,4,57.3,57.3,57.3,
"Komisi Yudisial",2013,5,63.6,63.6,63.6,
"Komisi Yudisial",2013,6,72.1,72.1,72.1,
"Komisi Yudisial",2013,7,78.1,78.1,78.1,
"Komisi Yudisial",2013,8,89.4,89.4,89.4,
"Komisi Yudisial",2013,9,89.4,89.4,89.4,
"Komisi Yudisial",2013,10,94.73,94.73,94.73,
"Komisi Yudisial",2013,11,,,,
"Komisi Yudisial",2013,12,,,,
"Lembaga Administrasi Negara",2012,1,9.98,,,
"Lembaga Administrasi Negara",2012,2,15.02,,,
"Lembaga Administrasi Negara",2012,3,24.18,8.85,7.61,7.41
"Lembaga Administrasi Negara",2012,4,30.97,10.7,10.8,10.29
"Lembaga Administrasi Negara",2012,5,32.41,11.73,11.21,10.8
"Lembaga Administrasi Negara",2012,6,34.05,13.17,11.52,11.32
"Lembaga Administrasi Negara",2012,7,36.32,16.26,11.93,11.83
"Lembaga Administrasi Negara",2012,8,37.2,17.3,12.12,12.03
"Lembaga Administrasi Negara",2012,9,,,,
"Lembaga Administrasi Negara",2012,10,,,,
"Lembaga Administrasi Negara",2012,11,,,,
"Lembaga Administrasi Negara",2012,12,,,,
"Lembaga Administrasi Negara",2013,1,9.23,,,
"Lembaga Administrasi Negara",2013,2,15.38,,,
"Lembaga Administrasi Negara",2013,3,20,,,
"Lembaga Administrasi Negara",2013,4,26.15,,,
"Lembaga Administrasi Negara",2013,5,29.23,,,
"Lembaga Administrasi Negara",2013,6,30.77,,,
"Lembaga Administrasi Negara",2013,7,,,,
"Lembaga Administrasi Negara",2013,8,,,,
"Lembaga Administrasi Negara",2013,9,,,,
"Lembaga Administrasi Negara",2013,10,,,,
"Lembaga Administrasi Negara",2013,11,,,,
"Lembaga Administrasi Negara",2013,12,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,1,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,2,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,3,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,4,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,5,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,6,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,7,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,8,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,9,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,10,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,11,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2012,12,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2013,1,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2013,2,.6,,,
"Lembaga Ilmu Pengetahuan Indonesia",2013,3,4.9,20,15,10
"Lembaga Ilmu Pengetahuan Indonesia",2013,4,13.2,40,30,20
"Lembaga Ilmu Pengetahuan Indonesia",2013,5,16.4,60,45,
"Lembaga Ilmu Pengetahuan Indonesia",2013,6,29.6,75,68,
"Lembaga Ilmu Pengetahuan Indonesia",2013,7,47,,,
"Lembaga Ilmu Pengetahuan Indonesia",2013,8,70,,,
"Lembaga Ilmu Pengetahuan Indonesia",2013,9,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2013,10,90,95,80,75
"Lembaga Ilmu Pengetahuan Indonesia",2013,11,,,,
"Lembaga Ilmu Pengetahuan Indonesia",2013,12,,,,
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,1,62.7,,,
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,2,68.6,,,
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,3,72.5,35.71,30.35,2
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,4,87.5,35.71,30.35,2
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,5,100,54.17,35.42,18.57
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,6,,70.27,65.14,24.32
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,7,,74.46,74.46,28.21
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,8,,87.18,87.18,30.77
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,9,,90.24,90.24,36.59
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,10,,100,,
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,11,,100,92.68,73.17
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2012,12,,100,100,100
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,1,51.3,,,
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,2,51.3,,,
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,3,56.1,19.5,19.5,3.3
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,4,60.98,24.39,24.39,4.88
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,5,60.98,24.39,24.39,16.7
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,6,86.2,76.5,76.5,23.3
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,7,86.7,77.8,77.8,46.7
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,8,90,80,80,47.66
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,9,95,85,85,48.58
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,10,100,95,95,
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,11,,,,
"Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP)",2013,12,,,,
"Lembaga Ketahanan Nasional",2012,1,2.38,,,
"Lembaga Ketahanan Nasional",2012,2,7.1,,,
"Lembaga Ketahanan Nasional",2012,3,9.5,,,
"Lembaga Ketahanan Nasional",2012,4,,9.5,9.5,
"Lembaga Ketahanan Nasional",2012,5,16.5,16.6,16.6,9.5
"Lembaga Ketahanan Nasional",2012,6,,,,
"Lembaga Ketahanan Nasional",2012,7,26.2,26.2,26.2,
"Lembaga Ketahanan Nasional",2012,8,35.7,35.7,35.7,
"Lembaga Ketahanan Nasional",2012,9,52.39,52.39,52.39,
"Lembaga Ketahanan Nasional",2012,10,,,,
"Lembaga Ketahanan Nasional",2012,11,,,,
"Lembaga Ketahanan Nasional",2012,12,,,,
"Lembaga Ketahanan Nasional",2013,1,2.24,,,
"Lembaga Ketahanan Nasional",2013,2,3,,,
"Lembaga Ketahanan Nasional",2013,3,4.58,.42,.42,.34
"Lembaga Ketahanan Nasional",2013,4,6.27,1.06,1.06,.42
"Lembaga Ketahanan Nasional",2013,5,6.27,1.19,1.19,.42
"Lembaga Ketahanan Nasional",2013,6,6.4,8.05,8.05,.69
"Lembaga Ketahanan Nasional",2013,7,6.74,8.53,8.53,1.09
"Lembaga Ketahanan Nasional",2013,8,12.39,12.65,12.65,1.09
"Lembaga Ketahanan Nasional",2013,9,13.32,,,1.66
"Lembaga Ketahanan Nasional",2013,10,,,,
"Lembaga Ketahanan Nasional",2013,11,,,,
"Lembaga Ketahanan Nasional",2013,12,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,1,10.71,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,2,20.54,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,3,29.46,19.64,8.04,4.46
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,4,41.07,27.68,11.61,8.04
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,5,44.64,38.39,16.07,8.92
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,6,53.57,42.86,17.86,12.5
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,7,66.96,52.68,26.78,16.07
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,8,90.18,58.03,50,20.54
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,9,92.86,83.04,55.36,25.89
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,10,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,11,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2012,12,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,1,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,2,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,3,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,4,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,5,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,6,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,7,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,8,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,9,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,10,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,11,,,,
"Lembaga Penerbangan dan Antariksa Nasional (LAPAN)",2013,12,,,,
"Lembaga Sandi Negara (Lemsaneg)",2012,1,1.07,,,
"Lembaga Sandi Negara (Lemsaneg)",2012,2,4.44,,,
"Lembaga Sandi Negara (Lemsaneg)",2012,3,7.29,5.78,5.78,4.18
"Lembaga Sandi Negara (Lemsaneg)",2012,4,9.51,8.36,7.91,5.96
"Lembaga Sandi Negara (Lemsaneg)",2012,5,11.28,10.49,10.22,8.71
"Lembaga Sandi Negara (Lemsaneg)",2012,6,12.18,11.73,11.56,10.13
"Lembaga Sandi Negara (Lemsaneg)",2012,7,15.57,13.43,12.99,11.48
"Lembaga Sandi Negara (Lemsaneg)",2012,8,16.46,15.57,14.41,12.46
"Lembaga Sandi Negara (Lemsaneg)",2012,9,17.11,16.31,15.7,12.87
"Lembaga Sandi Negara (Lemsaneg)",2012,10,17.99,17.72,16.93,13.23
"Lembaga Sandi Negara (Lemsaneg)",2012,11,98.97,100,97.94,58.76
"Lembaga Sandi Negara (Lemsaneg)",2012,12,98.97,100,97.94,97.94
"Lembaga Sandi Negara (Lemsaneg)",2013,1,2.35,,,
"Lembaga Sandi Negara (Lemsaneg)",2013,2,16.47,,,
"Lembaga Sandi Negara (Lemsaneg)",2013,3,23.53,14.12,14.12,3.53
"Lembaga Sandi Negara (Lemsaneg)",2013,4,30.59,23.53,20,10.59
"Lembaga Sandi Negara (Lemsaneg)",2013,5,32.94,30.59,28.24,16.47
"Lembaga Sandi Negara (Lemsaneg)",2013,6,49.41,30.59,30.59,25.88
"Lembaga Sandi Negara (Lemsaneg)",2013,7,77.65,42.35,42.35,28.24
"Lembaga Sandi Negara (Lemsaneg)",2013,8,87.06,61.18,55.29,29.41
"Lembaga Sandi Negara (Lemsaneg)",2013,9,90.57,84.71,76.47,36.47
"Lembaga Sandi Negara (Lemsaneg)",2013,10,,,,
"Lembaga Sandi Negara (Lemsaneg)",2013,11,,,,
"Lembaga Sandi Negara (Lemsaneg)",2013,12,,,,
"Majelis Permusyawaratan Rakyat",2012,1,1,,,
"Majelis Permusyawaratan Rakyat",2012,2,2,,,
"Majelis Permusyawaratan Rakyat",2012,3,17,10,5,4
"Majelis Permusyawaratan Rakyat",2012,4,43,21,13,8
"Majelis Permusyawaratan Rakyat",2012,5,69,29,23,16
"Majelis Permusyawaratan Rakyat",2012,6,,,,
"Majelis Permusyawaratan Rakyat",2012,7,,,,
"Majelis Permusyawaratan Rakyat",2012,8,,,,
"Majelis Permusyawaratan Rakyat",2012,9,,,,
"Majelis Permusyawaratan Rakyat",2012,10,,,,
"Majelis Permusyawaratan Rakyat",2012,11,,,,
"Majelis Permusyawaratan Rakyat",2012,12,,,,
"Majelis Permusyawaratan Rakyat",2013,1,1.28,,,
"Majelis Permusyawaratan Rakyat",2013,2,9.12,,,
"Majelis Permusyawaratan Rakyat",2013,3,16.36,14.1,13.23,5.4
"Majelis Permusyawaratan Rakyat",2013,4,31.74,29.6,26.13,13.24
"Majelis Permusyawaratan Rakyat",2013,5,42.28,40.52,38.73,16.18
"Majelis Permusyawaratan Rakyat",2013,6,51.33,47.28,42.31,27.71
"Majelis Permusyawaratan Rakyat",2013,7,59.41,56.39,54.81,36.34
"Majelis Permusyawaratan Rakyat",2013,8,68.1,63.19,61.89,48.12
"Majelis Permusyawaratan Rakyat",2013,9,73.33,72.05,64.93,59.03
"Majelis Permusyawaratan Rakyat",2013,10,79.67,77.18,70.09,68.12
"Majelis Permusyawaratan Rakyat",2013,11,,,,
"Majelis Permusyawaratan Rakyat",2013,12,,,,
"Perpustakaan Nasional",2012,1,,,,
"Perpustakaan Nasional",2012,2,,,,
"Perpustakaan Nasional",2012,3,27,2.1,2.1,
"Perpustakaan Nasional",2012,4,29,2.1,2.1,
"Perpustakaan Nasional",2012,5,37.5,2.1,2.1,2.1
"Perpustakaan Nasional",2012,6,40.15,50.12,50.12,26.17
"Perpustakaan Nasional",2012,7,63,63,57,40
"Perpustakaan Nasional",2012,8,79,79,66,52
"Perpustakaan Nasional",2012,9,87.3,87.3,72,66
"Perpustakaan Nasional",2012,10,100,100,84.35,78
"Perpustakaan Nasional",2012,11,,,,
"Perpustakaan Nasional",2012,12,,,,
"Perpustakaan Nasional",2013,1,,,,
"Perpustakaan Nasional",2013,2,,,,
"Perpustakaan Nasional",2013,3,,,,
"Perpustakaan Nasional",2013,4,,,,
"Perpustakaan Nasional",2013,5,,,,
"Perpustakaan Nasional",2013,6,,,,
"Perpustakaan Nasional",2013,7,,,,
"Perpustakaan Nasional",2013,8,,,,
"Perpustakaan Nasional",2013,9,,,,
"Perpustakaan Nasional",2013,10,,,,
"Perpustakaan Nasional",2013,11,,,,
"Perpustakaan Nasional",2013,12,,,,
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,1,6,,,
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,2,18,,,
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,3,23,18,10,5
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,4,29,23,12,10
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,5,40,30,22,18
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,6,55,40,37,22
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,7,65,50,42,30.5
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,8,70,55,50,38.5
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,9,75,60,55,42.5
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,10,85,75,70,65
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,11,90,85,85,80
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2012,12,95,90,90,90
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,1,5,,,
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,2,9,,,
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,3,20,10,5,5
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,4,24,18,12,10
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,5,30,25,20,15
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,6,45,30,25,20
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,7,53,40,35,30
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,8,,,,
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,9,,,,
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,10,,,,
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,11,,,,
"Pusat Pelaporan dan Analisis Transaksi Keuangan",2013,12,,,,
"Radio Republik Indonesia",2012,1,,,,
"Radio Republik Indonesia",2012,2,,,,
"Radio Republik Indonesia",2012,3,,,,
"Radio Republik Indonesia",2012,4,,,,
"Radio Republik Indonesia",2012,5,,,,
"Radio Republik Indonesia",2012,6,,,,
"Radio Republik Indonesia",2012,7,,,,
"Radio Republik Indonesia",2012,8,,,,
"Radio Republik Indonesia",2012,9,,,,
"Radio Republik Indonesia",2012,10,,,,
"Radio Republik Indonesia",2012,11,,,,
"Radio Republik Indonesia",2012,12,,,,
"Radio Republik Indonesia",2013,1,,,,
"Radio Republik Indonesia",2013,2,,,,
"Radio Republik Indonesia",2013,3,,,,
"Radio Republik Indonesia",2013,4,,,,
"Radio Republik Indonesia",2013,5,,,,
"Radio Republik Indonesia",2013,6,,,,
"Radio Republik Indonesia",2013,7,,,,
"Radio Republik Indonesia",2013,8,,,,
"Radio Republik Indonesia",2013,9,,,,
"Radio Republik Indonesia",2013,10,,,,
"Radio Republik Indonesia",2013,11,,,,
"Radio Republik Indonesia",2013,12,,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,1,14.18,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,2,18.83,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,3,24.94,23.23,23.23,6.11
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,4,28.85,28.12,28.12,9.05
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,5,43.28,33.5,33.5,11.98
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,6,52.81,41.81,41.81,19.07
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,7,63.57,52.57,52.57,21.03
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,8,68.46,60.39,60.39,23.47
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,9,72.62,66.01,66.01,36.19
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,10,,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,11,,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2012,12,,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,1,18.94,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,2,23.5,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,3,30.94,23.74,23.74,4.32
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,4,43.65,30.46,30.46,7.91
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,5,58.03,37.65,37.65,12.71
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,6,70.98,43.41,43.41,21.58
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,7,82.49,49.4,49.4,26.86
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,8,86.33,54.68,54.68,28.06
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,9,,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,10,,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,11,,,,
"Sekretariat Jenderal Komisi Pemberantasan Korupsi",2013,12,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,1,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,2,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,3,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,4,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,5,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,6,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,7,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,8,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,9,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,10,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,11,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2012,12,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,1,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,2,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,3,12,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,4,25,25,25,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,5,25,25,25,12
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,6,50,25,37,25
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,7,50,50,50,37
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,8,75,75,75,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,9,75,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,10,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,11,,,,
"Sekretariat Jenderal Ombudsman Republik Indonesia",2013,12,,,,
"Sekretariat Kabinet (SETKAB)",2012,1,5.48,,,
"Sekretariat Kabinet (SETKAB)",2012,2,15.34,,,
"Sekretariat Kabinet (SETKAB)",2012,3,23.83,,,23.01
"Sekretariat Kabinet (SETKAB)",2012,4,30.13,,,23.2
"Sekretariat Kabinet (SETKAB)",2012,5,30.95,,3.56,23.2
"Sekretariat Kabinet (SETKAB)",2012,6,32.87,.27,4.11,27.04
"Sekretariat Kabinet (SETKAB)",2012,7,33.42,.54,4.38,47.59
"Sekretariat Kabinet (SETKAB)",2012,8,33.42,.54,4.38,52.52
"Sekretariat Kabinet (SETKAB)",2012,9,34.52,.81,4.65,66.77
"Sekretariat Kabinet (SETKAB)",2012,10,34.52,.81,5.75,82.66
"Sekretariat Kabinet (SETKAB)",2012,11,34.52,.81,6.29,106.22
"Sekretariat Kabinet (SETKAB)",2012,12,34.52,.81,6.29,118.82
"Sekretariat Kabinet (SETKAB)",2013,1,3,,,
"Sekretariat Kabinet (SETKAB)",2013,2,6.17,,,
"Sekretariat Kabinet (SETKAB)",2013,3,6.2,,,6.17
"Sekretariat Kabinet (SETKAB)",2013,4,6.2,,,8.25
"Sekretariat Kabinet (SETKAB)",2013,5,,,,11.64
"Sekretariat Kabinet (SETKAB)",2013,6,.03,,,14.26
"Sekretariat Kabinet (SETKAB)",2013,7,,,,18.15
"Sekretariat Kabinet (SETKAB)",2013,8,,.06,.03,20.09
"Sekretariat Kabinet (SETKAB)",2013,9,.06,.06,.1,1.94
"Sekretariat Kabinet (SETKAB)",2013,10,,,,
"Sekretariat Kabinet (SETKAB)",2013,11,,,,
"Sekretariat Kabinet (SETKAB)",2013,12,,,,
"Sekretariat Mahkamah Agung",2012,1,1,,,
"Sekretariat Mahkamah Agung",2012,2,3,,,
"Sekretariat Mahkamah Agung",2012,3,8,8,8,
"Sekretariat Mahkamah Agung",2012,4,15,15,15,
"Sekretariat Mahkamah Agung",2012,5,22,22,22,
"Sekretariat Mahkamah Agung",2012,6,25,25,25,19
"Sekretariat Mahkamah Agung",2012,7,45,45,45,39
"Sekretariat Mahkamah Agung",2012,8,62,62,61,42
"Sekretariat Mahkamah Agung",2012,9,71,72,72,50
"Sekretariat Mahkamah Agung",2012,10,77,80,75,60
"Sekretariat Mahkamah Agung",2012,11,82,85,82,84
"Sekretariat Mahkamah Agung",2012,12,100,100,98,98
"Sekretariat Mahkamah Agung",2013,1,,,,
"Sekretariat Mahkamah Agung",2013,2,,,,
"Sekretariat Mahkamah Agung",2013,3,.41,1.21,.41,1.03
"Sekretariat Mahkamah Agung",2013,4,2.51,6.81,2.51,2.16
"Sekretariat Mahkamah Agung",2013,5,5,13.59,5,6.53
"Sekretariat Mahkamah Agung",2013,6,10.32,16.11,10.32,7.22
"Sekretariat Mahkamah Agung",2013,7,21.86,18.42,21.86,8.42
"Sekretariat Mahkamah Agung",2013,8,,,,
"Sekretariat Mahkamah Agung",2013,9,,,,
"Sekretariat Mahkamah Agung",2013,10,,,,
"Sekretariat Mahkamah Agung",2013,11,,,,
"Sekretariat Mahkamah Agung",2013,12,,,,
"Sekretariat Mahkamah Konstitusi",2012,1,24,,,
"Sekretariat Mahkamah Konstitusi",2012,2,43,,,
"Sekretariat Mahkamah Konstitusi",2012,3,53,50,44,44
"Sekretariat Mahkamah Konstitusi",2012,4,55,54,54,48
"Sekretariat Mahkamah Konstitusi",2012,5,61,58,58,52
"Sekretariat Mahkamah Konstitusi",2012,6,64,61,61,57
"Sekretariat Mahkamah Konstitusi",2012,7,66,63,63,59
"Sekretariat Mahkamah Konstitusi",2012,8,69,69,64,60
"Sekretariat Mahkamah Konstitusi",2012,9,84,84,76,72
"Sekretariat Mahkamah Konstitusi",2012,10,100,100,94,90
"Sekretariat Mahkamah Konstitusi",2012,11,,100,98.75,98.75
"Sekretariat Mahkamah Konstitusi",2012,12,,100,100,100
"Sekretariat Mahkamah Konstitusi",2013,1,33.89,,,
"Sekretariat Mahkamah Konstitusi",2013,2,40.67,,,
"Sekretariat Mahkamah Konstitusi",2013,3,53.38,53.38,40.23,40.23
"Sekretariat Mahkamah Konstitusi",2013,4,62.7,62.7,49.54,49.12
"Sekretariat Mahkamah Konstitusi",2013,5,70.32,70.32,59.07,58.01
"Sekretariat Mahkamah Konstitusi",2013,6,72.86,72.86,63.51,61.81
"Sekretariat Mahkamah Konstitusi",2013,7,83.87,82.18,74.09,72.4
"Sekretariat Mahkamah Konstitusi",2013,8,86.41,84.72,78.32,76.2
"Sekretariat Mahkamah Konstitusi",2013,9,90.65,90.65,84.25,81.7
"Sekretariat Mahkamah Konstitusi",2013,10,,,,
"Sekretariat Mahkamah Konstitusi",2013,11,,,,
"Sekretariat Mahkamah Konstitusi",2013,12,,,,
"Sekretariat Negara (SETNEG)",2012,1,3.91,,,
"Sekretariat Negara (SETNEG)",2012,2,10.85,,,
"Sekretariat Negara (SETNEG)",2012,3,19.59,17.71,16.79,6.34
"Sekretariat Negara (SETNEG)",2012,4,30.91,28.36,27.16,12.72
"Sekretariat Negara (SETNEG)",2012,5,44.32,41.24,39.65,21.22
"Sekretariat Negara (SETNEG)",2012,6,59.99,56.4,54.25,31.07
"Sekretariat Negara (SETNEG)",2012,7,77.22,73.2,70.32,42.72
"Sekretariat Negara (SETNEG)",2012,8,95.85,91.3,87.67,55.01
"Sekretariat Negara (SETNEG)",2012,9,96.1,92.3,88.1,70
"Sekretariat Negara (SETNEG)",2012,10,97.1,93.15,88.9,75.65
"Sekretariat Negara (SETNEG)",2012,11,97.6,93.75,91.15,80.3
"Sekretariat Negara (SETNEG)",2012,12,99.75,99.6,99.6,99.6
"Sekretariat Negara (SETNEG)",2013,1,10.22,,,
"Sekretariat Negara (SETNEG)",2013,2,12.57,,,
"Sekretariat Negara (SETNEG)",2013,3,19.85,17.57,15.72,14.32
"Sekretariat Negara (SETNEG)",2013,4,23,19,17,15
"Sekretariat Negara (SETNEG)",2013,5,40.35,39.15,37.9,22.44
"Sekretariat Negara (SETNEG)",2013,6,62,56.5,55.1,33.6
"Sekretariat Negara (SETNEG)",2013,7,78.8,74.65,70.8,45.9
